,Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,credit_limit_bins,Customer_Age_bins,Total_Revolving_Bal_bins,Dependent_count_bins,Months_on_book_bins,Months_Inactive_12_mon_bins,Total_Relationship_Count_bins,Contacts_Count_12_mon_bins,Total_Trans_Amt_bins,Avg_Open_To_Buy_bins,Total_Amt_Chng_Q4_Q1_bins,Total_Ct_Chng_Q4_Q1_bins,Total_Trans_Ct_bins,Avg_Utilization_Ratio_bins
8973,Existing Customer,M,Unknown,Single,$80K - $120K,Silver,high,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8974,Existing Customer,M,Post-Graduate,Single,$120K +,Blue,high,26 - 42,high,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
8975,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8976,Existing Customer,M,Graduate,Married,$60K - $80K,Gold,high,43 - 57,low,3 - 5,28 - 42,4 - 6,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
8977,Existing Customer,M,Uneducated,Single,$80K - $120K,Blue,high,26 - 42,mid,0 - 2,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
8978,Existing Customer,M,High School,Married,$120K +,Blue,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
8979,Existing Customer,M,Uneducated,Unknown,$40K - $60K,Silver,mid,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
8980,Existing Customer,M,Unknown,Single,$80K - $120K,Blue,high,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8981,Existing Customer,M,College,Unknown,$40K - $60K,Blue,low,26 - 42,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.3 - 0.6
8982,Existing Customer,M,College,Unknown,$60K - $80K,Blue,mid,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8983,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8984,Existing Customer,F,Graduate,Divorced,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,4 - 6,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8985,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,high,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8986,Existing Customer,M,Uneducated,Single,$60K - $80K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8987,Existing Customer,M,Graduate,Single,$80K - $120K,Gold,high,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8988,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,high,43 - 57,high,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
8989,Existing Customer,M,College,Single,$80K - $120K,Blue,high,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8990,Attrited Customer,F,College,Unknown,Less than $40K,Blue,low,26 - 42,high,0 - 2,28 - 42,1 - 3,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
8991,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,mid,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8992,Attrited Customer,F,Graduate,Married,Less than $40K,Silver,mid,43 - 57,mid,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
8993,Existing Customer,M,Uneducated,Unknown,$80K - $120K,Silver,high,26 - 42,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
8994,Existing Customer,M,High School,Married,$60K - $80K,Blue,mid,43 - 57,mid,3 - 5,28 - 42,4 - 6,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
8995,Existing Customer,M,High School,Single,$80K - $120K,Blue,high,43 - 57,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8996,Existing Customer,F,Unknown,Single,Less than $40K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8997,Existing Customer,F,High School,Unknown,Unknown,Blue,mid,26 - 42,low,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
8998,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,mid,43 - 57,low,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8999,Attrited Customer,M,Graduate,Single,$80K - $120K,Blue,high,26 - 42,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
9000,Existing Customer,M,Graduate,Single,$120K +,Blue,high,43 - 57,low,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
9001,Existing Customer,F,Unknown,Married,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.6 - 1
9002,Existing Customer,F,Uneducated,Divorced,$40K - $60K,Blue,low,43 - 57,high,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.3 - 0.6
9003,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,43 - 57,mid,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9004,Existing Customer,M,Graduate,Married,$120K +,Silver,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9005,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
9006,Existing Customer,F,Unknown,Married,Less than $40K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
9007,Existing Customer,M,Graduate,Married,$120K +,Silver,high,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9008,Attrited Customer,F,High School,Married,Unknown,Blue,low,43 - 57,low,3 - 5,28 - 42,4 - 6,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
9009,Existing Customer,F,Unknown,Single,Less than $40K,Gold,mid,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
9010,Attrited Customer,F,High School,Married,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
9011,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,low,26 - 42,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
9012,Existing Customer,M,Graduate,Single,$80K - $120K,Silver,high,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
9013,Existing Customer,F,College,Unknown,Less than $40K,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
9014,Attrited Customer,F,College,Single,$40K - $60K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
9015,Existing Customer,F,Graduate,Unknown,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
9016,Existing Customer,M,Uneducated,Married,$120K +,Blue,mid,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
9017,Attrited Customer,M,High School,Married,$80K - $120K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
9018,Existing Customer,M,Graduate,Unknown,$40K - $60K,Blue,mid,43 - 57,high,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
9019,Existing Customer,M,Post-Graduate,Married,$40K - $60K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
9020,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,high,43 - 57,mid,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
9021,Existing Customer,M,Uneducated,Single,$60K - $80K,Blue,low,57 +,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9022,Existing Customer,M,Graduate,Single,$40K - $60K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.3 - 0.6
9023,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9024,Existing Customer,M,Doctorate,Married,$120K +,Blue,high,43 - 57,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9025,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
9026,Attrited Customer,M,High School,Single,$60K - $80K,Blue,low,57 +,high,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
9027,Attrited Customer,M,Unknown,Married,$120K +,Blue,high,43 - 57,low,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
9028,Existing Customer,F,Graduate,Married,Less than $40K,Silver,low,43 - 57,low,3 - 5,28 - 42,4 - 6,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
9029,Existing Customer,M,Uneducated,Unknown,$80K - $120K,Blue,low,43 - 57,mid,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.6 - 1
9030,Existing Customer,F,High School,Single,$40K - $60K,Gold,high,26 - 42,low,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9031,Existing Customer,F,Doctorate,Married,$40K - $60K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9032,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
9033,Existing Customer,M,High School,Unknown,$60K - $80K,Silver,high,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
9034,Existing Customer,F,College,Single,Less than $40K,Gold,mid,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
9035,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
9036,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
9037,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9038,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.6 - 1
9039,Existing Customer,M,Graduate,Married,$120K +,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9040,Existing Customer,F,College,Divorced,$40K - $60K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
9041,Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,mid,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
9042,Existing Customer,M,Graduate,Single,$120K +,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9043,Existing Customer,M,Uneducated,Single,$40K - $60K,Blue,low,57 +,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
9044,Existing Customer,M,Doctorate,Single,$120K +,Gold,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
9045,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.6 - 1
9046,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
9047,Attrited Customer,M,Post-Graduate,Unknown,$80K - $120K,Gold,high,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
9048,Existing Customer,M,High School,Married,$120K +,Blue,high,43 - 57,high,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9049,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9050,Existing Customer,M,Unknown,Single,$80K - $120K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9051,Existing Customer,M,Unknown,Married,$80K - $120K,Blue,high,26 - 42,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
9052,Existing Customer,M,Graduate,Married,$60K - $80K,Silver,high,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9053,Existing Customer,F,Graduate,Single,$40K - $60K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9054,Existing Customer,M,High School,Married,$80K - $120K,Blue,mid,26 - 42,mid,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
9055,Existing Customer,M,High School,Single,$60K - $80K,Gold,high,26 - 42,mid,0 - 2,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
9056,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,low,43 - 57,mid,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9057,Existing Customer,M,High School,Divorced,$80K - $120K,Blue,mid,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
9058,Existing Customer,M,Post-Graduate,Married,$60K - $80K,Blue,mid,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
9059,Existing Customer,M,High School,Married,$60K - $80K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9060,Existing Customer,M,Uneducated,Single,$80K - $120K,Blue,low,57 +,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9061,Attrited Customer,M,Post-Graduate,Married,$60K - $80K,Blue,mid,43 - 57,high,0 - 2,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
9062,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,mid,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
9063,Attrited Customer,M,Unknown,Married,$80K - $120K,Blue,high,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
9064,Existing Customer,M,Unknown,Unknown,$60K - $80K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
9065,Existing Customer,M,College,Married,$40K - $60K,Silver,mid,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
9066,Existing Customer,F,Unknown,Single,Unknown,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.3 - 0.6
9067,Existing Customer,M,Graduate,Single,Less than $40K,Silver,mid,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
9068,Attrited Customer,F,Graduate,Single,Unknown,Platinum,high,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
9069,Existing Customer,M,Unknown,Married,$60K - $80K,Silver,high,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9070,Existing Customer,F,Graduate,Single,$40K - $60K,Blue,low,26 - 42,mid,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9071,Existing Customer,M,Unknown,Married,$60K - $80K,Platinum,high,26 - 42,mid,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9072,Existing Customer,M,High School,Married,$60K - $80K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.6 - 1
9073,Existing Customer,M,Unknown,Single,$80K - $120K,Gold,high,26 - 42,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9074,Attrited Customer,M,Post-Graduate,Single,$60K - $80K,Blue,low,57 +,low,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
9075,Existing Customer,M,Uneducated,Married,$80K - $120K,Silver,high,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9076,Existing Customer,F,Uneducated,Divorced,$40K - $60K,Silver,mid,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
9077,Existing Customer,M,Uneducated,Single,$60K - $80K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9078,Existing Customer,F,Unknown,Single,Less than $40K,Platinum,mid,26 - 42,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
9079,Existing Customer,F,Graduate,Single,Less than $40K,Silver,low,43 - 57,high,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9080,Existing Customer,M,High School,Single,$60K - $80K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
9081,Existing Customer,M,Uneducated,Single,$40K - $60K,Silver,mid,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
9082,Existing Customer,F,College,Single,$40K - $60K,Blue,mid,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
9083,Existing Customer,F,Unknown,Single,$40K - $60K,Gold,high,26 - 42,high,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
9084,Existing Customer,F,Uneducated,Divorced,$40K - $60K,Silver,mid,43 - 57,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
9085,Attrited Customer,F,Graduate,Single,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
9086,Existing Customer,F,High School,Married,$40K - $60K,Silver,mid,26 - 42,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
9087,Attrited Customer,M,High School,Married,$120K +,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
9088,Existing Customer,F,Unknown,Single,$40K - $60K,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
9089,Existing Customer,M,College,Married,$60K - $80K,Silver,high,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9090,Existing Customer,M,Graduate,Single,$80K - $120K,Silver,high,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9091,Existing Customer,F,Unknown,Divorced,Less than $40K,Silver,mid,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
9092,Existing Customer,M,College,Married,$80K - $120K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.3 - 0.6
9093,Existing Customer,M,High School,Single,$60K - $80K,Blue,mid,57 +,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
9094,Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,mid,43 - 57,high,0 - 2,28 - 42,4 - 6,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
9095,Existing Customer,F,Graduate,Married,$40K - $60K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.3 - 0.6
9096,Existing Customer,M,Graduate,Single,$120K +,Silver,high,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
9097,Attrited Customer,F,High School,Unknown,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
9098,Existing Customer,M,Unknown,Married,Less than $40K,Silver,mid,26 - 42,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
9099,Attrited Customer,M,Graduate,Single,$40K - $60K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
9100,Attrited Customer,M,High School,Single,$80K - $120K,Blue,high,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
9101,Attrited Customer,M,Unknown,Unknown,$80K - $120K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
9102,Attrited Customer,F,Graduate,Single,Unknown,Platinum,high,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
9103,Existing Customer,F,Uneducated,Divorced,Less than $40K,Silver,low,26 - 42,high,0 - 2,13 - 27,1 - 3,1 - 3,1 - 3,more than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
